proy.id,predio,localidad,rodal,conglomerado,huso,datum,x.utm,y.utm,parc,cuadrante,narb,esp,dens,dap,htot,hcc,dw.bark,dwe.tr.nobark,dw.stem,dw.branches,dw.leaves,dw.total,gw.bark,gw.stem,gw.branches,gw.leaves,gw.total,coef.redu.bark,coef.redu.stem,coef.redu.branches,coef.redu.leaves,coef.redu.total,p.dw.bark,p.dw.stem,p.dw.branches,p.dw.leaves,p.dw.total,wd
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,81,ga,,13.7,10.69,6.4,,,34.61082401,6.160633408,2.775495725,43.54695314,,,,,,,,,,,,79.47932406,14.14710551,6.373570423,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,95,ga,,15.3,10.35,3.5,,,35.80833009,14.6431957,1.886133273,52.33765906,,,,,,,,,,,,68.41790545,27.97831611,3.603778439,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,5,ga,,8.3,11.7,3,,,14.6357471,3.063656122,1.095563821,18.79496705,,,,,,,,,,,,77.87056538,16.30040699,5.829027625,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,44,ga,,6.1,8.74,5.1,,,6.06747383,0.515936583,0.233883209,6.817293623,,,,,,,,,,,,89.00121024,7.568055771,3.430733987,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,53,ga,,7.2,10.03,3.55,,,12.60290934,1.38127548,0.567069271,14.55125409,,,,,,,,,,,,86.6104685,9.492484093,3.897047412,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,1,ga,,14.2,12.3,7.35,,,45.54591299,7.623642488,1.579576875,54.74913235,,,,,,,,,,,,83.19020052,13.92468184,2.88511764,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,2,ga,,17.8,12.75,3.8,,,65.43235471,20.30026784,1.65054485,87.3831674,,,,,,,,,,,,74.87981571,23.23132525,1.888859032,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,3,ga,,15.2,14.03,2.4,,,61.3414918,11.68811573,2.212896389,75.24250392,,,,,,,,,,,,81.5250538,15.53392713,2.941019069,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,4,ga,,10.1,12.65,4,,,29.766408,6.260617163,1.80535779,37.83238296,,,,,,,,,,,,78.67970685,16.54830247,4.771990685,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,5,ga,,16.7,13.5,7.6,,,75.05069664,13.4544561,3.143326532,91.64847927,,,,,,,,,,,,81.88973482,14.6805012,3.429763981,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,6,ga,,15.2,12.05,7.4,,,52.98127129,10.95662377,1.436840223,65.37473529,,,,,,,,,,,,81.04242573,16.75972182,2.197852453,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,7,ga,,7.2,11.95,3.5,,,14.37210699,5.268346668,0.949894239,20.59034789,,,,,,,,,,,,69.80021445,25.58648691,4.613298639,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,8,ga,,20.4,13.25,7.1,,,87.75131421,10.48889436,1.839448763,100.0796573,,,,,,,,,,,,87.68146949,10.48054584,1.837984674,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,9,ga,,12.5,12.35,6.4,,,42.20726703,5.398744447,2.212071823,49.8180833,,,,,,,,,,,,84.72278385,10.83691722,4.440298937,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,10,ga,,8,11.65,3.15,,,17.64420298,9.658409058,1.130740619,28.43335266,,,,,,,,,,,,62.05459902,33.96859025,3.976810728,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,11,ga,,12,12.7,5.3,,,31.6723921,8.629120618,1.116318002,41.41783072,,,,,,,,,,,,76.47042723,20.83431331,2.695259463,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,12,ga,,7,9.25,3.7,,,12.96031736,2.229880335,0.585865243,15.77606294,,,,,,,,,,,,82.15178534,14.13458062,3.713634036,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,13,ga,,7.2,10.9,7.3,,,16.29868313,2.44251908,0.719674363,19.46087657,,,,,,,,,,,,83.75102257,12.55092015,3.69805728,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,14,ga,,6.2,9.7,4.35,,,8.842018573,1.836451637,0.587658078,11.26612829,,,,,,,,,,,,78.48320512,16.30064553,5.216149352,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,15,ga,,25.9,16.5,7.4,,,193.2806499,37.84782035,9.442630023,240.5711003,,,,,,,,,,,,80.34242255,15.73248836,3.925089094,100,
